Phase,Task_intention,Social_strategy,SSML,Sentence_text
Problem4,problem4_step3_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should divide both sides by two."
Problem4,problem4_step3_provide_step,VSN,NONE,"Uh, obviously you divide both sides by two."
Problem4,problem4_step3_provide_step,QE,NONE,Divide both sides by two. Did that help?
Problem4,problem4_step3_provide_step,ID,NONE,What if you just divide both sides by two?
Problem4,problem4_step3_provide_step,PR,NONE,Divide both sides by two. You're doing great so far!
Problem4,problem4_step3_provide_explanation,NONE,NONE,You want to get the x by itself.
Problem4,problem4_step3_provide_explanation,SD,NONE,You want to get the x by itself. I hope I'm explaining this ok.
Problem4,problem4_step3_provide_explanation,VSN,NONE,"You want to get the x by itself. Come on, you should be getting this one!"
Problem4,problem4_step3_provide_explanation,QE,NONE,You want to get the x by itself. Have you seen this kind of problem before?
Problem4,problem4_step3_provide_explanation,ID,NONE,I guess you just want to get the x by itself.
Problem4,problem4_step3_provide_explanation,PR,NONE,You want to get the x by itself. You've got this!
Problem4,elicit_reasoning,NONE,NONE,So why did you do it that way?
Problem4,elicit_reasoning,SD,NONE,So why did you do it that way? Sometimes I have a tough time explaining my thinking.
Problem4,elicit_reasoning,VSN,NONE,So why did you do it that way? Or did you just guess the answer.
Problem4,elicit_reasoning,QE,NONE,So why did you do it that way? Did this one look familiar?
Problem4,elicit_reasoning,ID,NONE,"Oh wait, sorry, why did you do it that way?"
Problem4,elicit_reasoning,PR,NONE,So why did you do it that way? I'm sure you know what you're doing.
Problem4,problem4_provide_answer,NONE,NONE,x would be three halves.
Problem4,problem4_provide_answer,SD,NONE,x would be three halves. I'm not sure I did such a good job explaining that one.
Problem4,problem4_provide_answer,VSN,NONE,"x would be three halves. If anyone asks, I'm a great teacher."
Problem4,problem4_provide_answer,QE,NONE,x would be three halves. Do you understand why?
Problem4,problem4_provide_answer,ID,NONE,"Ok, so I think x would be three halves."
Problem4,problem4_provide_answer,PR,NONE,x would be three halves. You'll get the next one!
Problem4,look_at_next_problem,NONE,NONE,"Okay, let's go to the next one."
Problem4,look_at_next_problem,SD,NONE,"Okay, let's go to the next one. I'm having a lot of fun working with you."
Problem4,look_at_next_problem,VSN,NONE,"Okay, let's go to the next one. If you think you're up for it."
Problem4,look_at_next_problem,QE,NONE,Do you think you're ready to go to the next one?
Problem4,look_at_next_problem,ID,NONE,"Okay, I think we should probably go on to the next one. "
Problem4,look_at_next_problem,PR,NONE,"Okay, let's go to the next one. You're a lot of fun to work with."
Problem5,look_at_problem,NONE,NONE,"Okay, let's take a look at this one."
Problem5,look_at_problem,SD,NONE,"Okay, let's take a look at this one. I think this kind is fun. "
Problem5,look_at_problem,VSN,NONE,Time to start working on this one. 
Problem5,look_at_problem,QE,NONE,"Okay, let's take a look at this one. Do you know how to do this kind?"
Problem5,look_at_problem,ID,NONE,"Okay, I guess we should take a look at this one."
Problem5,look_at_problem,PR,NONE,"Okay, take a look at this one. I think you can do this kind! "
Problem5,elicit_step1,NONE,NONE,So what do you think you should do first?
Problem5,elicit_step1,SD,NONE,So what do you think you should do first? Sometimes I don't know how to start these kind of problems.
Problem5,elicit_step1,VSN,NONE,So... are you going to start it any time soon?
Problem5,elicit_step1,QE,NONE,So do you know what you should do first?
Problem5,elicit_step1,ID,NONE,Would you mind telling me what you think you should do first?
Problem5,elicit_step1,PR,NONE,So what do you think you should do first? You look like you know what you're doing.
Problem5,elicit_step2,NONE,NONE,So what do you think you should do next?
Problem5,elicit_step2,SD,NONE,So what do you think you should do next? Sometimes I don't know how to start these kind of problems.
Problem5,elicit_step2,VSN,NONE,So... are you going to keep going any time soon?
Problem5,elicit_step2,QE,NONE,So do you know what you should do next?
Problem5,elicit_step2,ID,NONE,Would you mind telling me what you think you should do next?
Problem5,elicit_step2,PR,NONE,So what do you think you should do next? You look like you know what you're doing.
Problem5,positive_feedback,NONE,NONE,Yep that's right.
Problem5,positive_feedback,SD,NONE,Correct!
Problem5,positive_feedback,VSN,NONE,"Yup, that's it. Finally!"
Problem5,positive_feedback,QE,NONE,Yep that's right. How did you feel about it?
Problem5,positive_feedback,ID,NONE,"Yeah, I think that's right."
Problem5,positive_feedback,PR,NONE,"Yup, that's it. Great job!"
Problem5,negative_feedback,NONE,NONE,"Nope, that's not it."
Problem5,negative_feedback,SD,NONE,"Nope, that's not quite right. Don't worry, I think these are hard too."
Problem5,negative_feedback,VSN,NONE,"Nope, that's not it. Come on, this one should be easy."
Problem5,negative_feedback,QE,NONE,"Nope, that's not quite right. How are you feeling so far?"
Problem5,negative_feedback,ID,NONE,"Ah, sorry, I don't think that's right."
Problem5,negative_feedback,PR,NONE,"Nope, that's not quite right. But you're doing great!"
Problem5,ask_for_detail,NONE,NONE,What do you mean?
Problem5,ask_for_detail,SD,NONE,What do you mean? Sometimes I have trouble understanding humans.
Problem5,ask_for_detail,VSN,NONE,"Uh, what?"
Problem5,ask_for_detail,QE,NONE,What do you mean by that?
Problem5,ask_for_detail,ID,NONE,"Sorry, what do you mean?"
Problem5,ask_for_detail,PR,NONE,What do you mean? You might be moving too fast for me.
Problem5,problem5_step1_hint,NONE,NONE,Try subtracting something from both sides.
Problem5,problem5_step1_hint,SD,NONE,I usually subtract something from both sides on these kind of problems.
Problem5,problem5_step1_hint,VSN,NONE,"Oh you need a hint, huh? subtract something from both sides."
Problem5,problem5_step1_hint,QE,NONE,Try subtracting something here. Do you know what it is?
Problem5,problem5_step1_hint,ID,NONE,"I'm not really sure, but I think you should subtract something from both sides?"
Problem5,problem5_step1_hint,PR,NONE,Try subtracting something. You'll figure it out!
Problem5,problem5_step2_hint,NONE,NONE,Try dividing both sides by something.
Problem5,problem5_step2_hint,SD,NONE,I usually divide both sides by something on these kind of problems.
Problem5,problem5_step2_hint,VSN,NONE,"Oh you need a hint, huh? Divide something from both sides."
Problem5,problem5_step2_hint,QE,NONE,Try dividing both sides by something here. Do you know what it is?
Problem5,problem5_step2_hint,ID,NONE,"I'm not really sure, but I think you should divide something from both sides?"
Problem5,problem5_step2_hint,PR,NONE,Try dividing both sides by something. You'll figure it out!
Problem5,check_for_understanding,NONE,NONE,Does that make sense?
Problem5,check_for_understanding,SD,NONE,Make sense? I'm not the best at explaining sometimes.
Problem5,check_for_understanding,VSN,NONE,You got that?
Problem5,check_for_understanding,QE,NONE,Do you understand what I mean?
Problem5,check_for_understanding,ID,NONE,"Actually, did that make any sense?"
Problem5,check_for_understanding,PR,NONE,Does that make sense? You seem like you understand a lot of this.
Problem5,problem5_step1_provide_step,NONE,NONE,Subtract 18 from both sides.
Problem5,problem5_step1_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should subtract 18 from both sides."
Problem5,problem5_step1_provide_step,VSN,NONE,"Uh, obviously you subtract 18 from both sides."
Problem5,problem5_step1_provide_step,QE,NONE,Subtract 18 from both sides. Did that help?
Problem5,problem5_step1_provide_step,ID,NONE,What if you just subtract 18 from both sides?
Problem5,problem5_step1_provide_step,PR,NONE,Subtract 18 from both sides. You're doing great so far!
Problem5,problem5_step1_provide_explanation,NONE,NONE,You want to get the x term by itself.
Problem5,problem5_step1_provide_explanation,SD,NONE,You want to get the x term by itself. I hope I'm explaining this ok.
Problem5,problem5_step1_provide_explanation,VSN,NONE,"You want to get the x term by itself. Come on, you should be getting this one!"
Problem5,problem5_step1_provide_explanation,QE,NONE,You want to get the x term by itself. Have you seen this kind of problem before?
Problem5,problem5_step1_provide_explanation,ID,NONE,I guess you just want to get the x term by itself.
Problem5,problem5_step1_provide_explanation,PR,NONE,You want to get the x term by itself. You've got this!
Problem5,problem5_step2_provide_step,NONE,NONE,Divide both sides by negative one.
Problem5,problem5_step2_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should divide both sides by negative one."
Problem5,problem5_step2_provide_step,VSN,NONE,"Uh, obviously you divide both sides by negative one."
Problem5,problem5_step2_provide_step,QE,NONE,Divide both sides by negative one. Did that help?
Problem5,problem5_step2_provide_step,ID,NONE,What if you just divide both sides by negative one?
Problem5,problem5_step2_provide_step,PR,NONE,Divide both sides by negative one. You're doing great so far!
Problem5,problem5_step2_provide_explanation,NONE,NONE,You want to get the x by itself.
Problem5,problem5_step2_provide_explanation,SD,NONE,You want to get the x by itself. I hope I'm explaining this ok.
Problem5,problem5_step2_provide_explanation,VSN,NONE,"You want to get the x by itself. Come on, you should be getting this one!"
Problem5,problem5_step2_provide_explanation,QE,NONE,You want to get the x by itself. Have you seen this kind of problem before?
Problem5,problem5_step2_provide_explanation,ID,NONE,I guess you just want to get the x by itself.
Problem5,problem5_step2_provide_explanation,PR,NONE,You want to get the x by itself. You've got this!
Problem5,elicit_reasoning,NONE,NONE,So why did you do it that way?
Problem5,elicit_reasoning,SD,NONE,So why did you do it that way? Sometimes I have a tough time explaining my thinking.
Problem5,elicit_reasoning,VSN,NONE,So why did you do it that way? Or did you just guess the answer.
Problem5,elicit_reasoning,QE,NONE,So why did you do it that way? Did this one look familiar?
Problem5,elicit_reasoning,ID,NONE,"Oh wait, sorry, why did you do it that way?"
Problem5,elicit_reasoning,PR,NONE,So why did you do it that way? I'm sure you know what you're doing.
Problem5,problem5_provide_answer,NONE,NONE,x would be negative five.
Problem5,problem5_provide_answer,SD,NONE,x would be negative five. I'm not sure I did such a good job explaining that one.
Problem5,problem5_provide_answer,VSN,NONE,"x would be negative five. If anyone asks, I'm a great teacher."
Problem5,problem5_provide_answer,QE,NONE,x would be negative five. Do you understand why?
Problem5,problem5_provide_answer,ID,NONE,"Ok, so I think x would be negative five."
Problem5,problem5_provide_answer,PR,NONE,x would be negative five. You'll get the next one!
Problem5,look_at_next_problem,NONE,NONE,"Okay, let's go to the next one."
Problem5,look_at_next_problem,SD,NONE,"Okay, let's go to the next one. I'm having a lot of fun working with you."
Problem5,look_at_next_problem,VSN,NONE,"Okay, let's go to the next one. If you think you're up for it."
Problem5,look_at_next_problem,QE,NONE,Do you think you're ready to go to the next one?
Problem5,look_at_next_problem,ID,NONE,"Okay, I think we should probably go on to the next one. "
Problem5,look_at_next_problem,PR,NONE,"Okay, let's go to the next one. You're a lot of fun to work with."
Problem6,look_at_problem,NONE,NONE,"Okay, let's take a look at this one."
Problem6,look_at_problem,SD,NONE,"Okay, let's take a look at this one. I think this kind is fun. "
Problem6,look_at_problem,VSN,NONE,Time to start working on this one. 
Problem6,look_at_problem,QE,NONE,"Okay, let's take a look at this one. Do you know how to do this kind?"
Problem6,look_at_problem,ID,NONE,"Okay, I guess we should take a look at this one."
Problem6,look_at_problem,PR,NONE,"Okay, take a look at this one. I think you can do this kind! "
Problem6,elicit_step1,NONE,NONE,So what do you think you should do first?
Problem6,elicit_step1,SD,NONE,So what do you think you should do first? Sometimes I don't know how to start these kind of problems.
Problem6,elicit_step1,VSN,NONE,So... are you going to start it any time soon?
Problem6,elicit_step1,QE,NONE,So do you know what you should do first?
Problem6,elicit_step1,ID,NONE,Would you mind telling me what you think you should do first?
Problem6,elicit_step1,PR,NONE,So what do you think you should do first? You look like you know what you're doing.
Problem6,elicit_step2,NONE,NONE,So what do you think you should do next?
Problem6,elicit_step2,SD,NONE,So what do you think you should do next? Sometimes I don't know how to start these kind of problems.
Problem6,elicit_step2,VSN,NONE,So... are you going to keep going any time soon?
Problem6,elicit_step2,QE,NONE,So do you know what you should do next?
Problem6,elicit_step2,ID,NONE,Would you mind telling me what you think you should do next?
Problem6,elicit_step2,PR,NONE,So what do you think you should do next? You look like you know what you're doing.
Problem6,elicit_step3,NONE,NONE,So what do you think you should do next?
Problem6,elicit_step3,SD,NONE,So what do you think you should do next? Sometimes I don't know how to start these kind of problems.
Problem6,elicit_step3,VSN,NONE,So... are you going to keep going any time soon?
Problem6,elicit_step3,QE,NONE,So do you know what you should do next?
Problem6,elicit_step3,ID,NONE,Would you mind telling me what you think you should do next?
Problem6,elicit_step3,PR,NONE,So what do you think you should do next? You look like you know what you're doing.
Problem6,positive_feedback,NONE,NONE,Yep that's right.
Problem6,positive_feedback,SD,NONE,Correct!
Problem6,positive_feedback,VSN,NONE,"Yup, that's it. Finally!"
Problem6,positive_feedback,QE,NONE,Yep that's right. How did you feel about it?
Problem6,positive_feedback,ID,NONE,"Yeah, I think that's right."
Problem6,positive_feedback,PR,NONE,"Yup, that's it. Great job!"
Problem6,negative_feedback,NONE,NONE,"Nope, that's not it."
Problem6,negative_feedback,SD,NONE,"Nope, that's not quite right. Don't worry, I think these are hard too."
Problem6,negative_feedback,VSN,NONE,"Nope, that's not it. Come on, this one should be easy."
Problem6,negative_feedback,QE,NONE,"Nope, that's not quite right. How are you feeling so far?"
Problem6,negative_feedback,ID,NONE,"Ah, sorry, I don't think that's right."
Problem6,negative_feedback,PR,NONE,"Nope, that's not quite right. But you're doing great!"
Problem6,ask_for_detail,NONE,NONE,What do you mean?
Problem6,ask_for_detail,SD,NONE,What do you mean? Sometimes I have trouble understanding humans.
Problem6,ask_for_detail,VSN,NONE,"Uh, what?"
Problem6,ask_for_detail,QE,NONE,What do you mean by that?
Problem6,ask_for_detail,ID,NONE,"Sorry, what do you mean?"
Problem6,ask_for_detail,PR,NONE,What do you mean? You might be moving too fast for me.
Problem6,problem6_step1_hint,NONE,NONE,Try adding something to both sides.
Problem6,problem6_step1_hint,SD,NONE,I usually add something to both sides on these kind of problems.
Problem6,problem6_step1_hint,VSN,NONE,"Oh you need a hint, huh? Add something to both sides."
Problem6,problem6_step1_hint,QE,NONE,Try adding something here. Do you know what it is?
Problem6,problem6_step1_hint,ID,NONE,"I'm not really sure, but I think you should add something to both sides?"
Problem6,problem6_step1_hint,PR,NONE,Try adding something. You'll figure it out!
Problem6,problem6_step2_hint,NONE,NONE,Try subtracting something from both sides.
Problem6,problem6_step2_hint,SD,NONE,I usually subtract something from both sides on these kind of problems.
Problem6,problem6_step2_hint,VSN,NONE,"Oh you need a hint, huh? subtract something from both sides."
Problem6,problem6_step2_hint,QE,NONE,Try subtracting something here. Do you know what it is?
Problem6,problem6_step2_hint,ID,NONE,"I'm not really sure, but I think you should subtract something from both sides?"
Problem6,problem6_step2_hint,PR,NONE,Try subtracting something. You'll figure it out!
Problem6,problem6_step3_hint,NONE,NONE,Try dividing both sides by something.
Problem6,problem6_step3_hint,SD,NONE,I usually divide both sides by something on these kind of problems.
Problem6,problem6_step3_hint,VSN,NONE,"Oh you need a hint, huh? Divide something from both sides."
Problem6,problem6_step3_hint,QE,NONE,Try dividing both sides by something here. Do you know what it is?
Problem6,problem6_step3_hint,ID,NONE,"I'm not really sure, but I think you should divide something from both sides?"
Problem6,problem6_step3_hint,PR,NONE,Try dividing both sides by something. You'll figure it out!
Problem6,check_for_understanding,NONE,NONE,Does that make sense?
Problem6,check_for_understanding,SD,NONE,Make sense? I'm not the best at explaining sometimes.
Problem6,check_for_understanding,VSN,NONE,You got that?
Problem6,check_for_understanding,QE,NONE,Do you understand what I mean?
Problem6,check_for_understanding,ID,NONE,"Actually, did that make any sense?"
Problem6,check_for_understanding,PR,NONE,Does that make sense? You seem like you understand a lot of this.
Problem6,problem6_step1_provide_step,NONE,NONE,Add eleven to both sides.
Problem6,problem6_step1_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should add eleven to both sides."
Problem6,problem6_step1_provide_step,VSN,NONE,"Uh, obviously you add eleven to both sides."
Problem6,problem6_step1_provide_step,QE,NONE,Add eleven to both sides. Did that help?
Problem6,problem6_step1_provide_step,ID,NONE,What if you just add eleven to both sides?
Problem6,problem6_step1_provide_step,PR,NONE,Add eleven to both sides. You're doing great so far!
Problem6,problem6_step1_provide_explanation,NONE,NONE,You want to get constants on one side and variables on the other.
Problem6,problem6_step1_provide_explanation,SD,NONE,You want to get constants on one side and variables on the other. I hope I'm explaining this ok.
Problem6,problem6_step1_provide_explanation,VSN,NONE,"You want to get constants on one side and variables on the other. Come on, you should be getting this one!"
Problem6,problem6_step1_provide_explanation,QE,NONE,You want to get constants on one side and variables on the other. Have you seen this kind of problem before?
Problem6,problem6_step1_provide_explanation,ID,NONE,I think you just want to get constants on one side and variables on the other.
Problem6,problem6_step1_provide_explanation,PR,NONE,You want to get constants on one side and variables on the other. You've got this!
Problem6,problem6_step2_provide_step,NONE,NONE,Subtract eight x from both sides.
Problem6,problem6_step2_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should subtract eight x from both sides."
Problem6,problem6_step2_provide_step,VSN,NONE,"Uh, obviously you subtract eight x from both sides."
Problem6,problem6_step2_provide_step,QE,NONE,Subtract eight x from both sides. Did that help?
Problem6,problem6_step2_provide_step,ID,NONE,What if you just subtract eight x from both sides?
Problem6,problem6_step2_provide_step,PR,NONE,Subtract eight x from both sides. You're doing great so far!
Problem6,problem6_step2_provide_explanation,NONE,NONE,You want to get constants on one side and variables on the other.
Problem6,problem6_step2_provide_explanation,SD,NONE,You want to get constants on one side and variables on the other. I hope I'm explaining this ok.
Problem6,problem6_step2_provide_explanation,VSN,NONE,"You want to get constants on one side and variables on the other. Come on, you should be getting this one!"
Problem6,problem6_step2_provide_explanation,QE,NONE,You want to get constants on one side and variables on the other. Have you seen this kind of problem before?
Problem6,problem6_step2_provide_explanation,ID,NONE,I think you just want to get constants on one side and variables on the other.
Problem6,problem6_step2_provide_explanation,PR,NONE,You want to get constants on one side and variables on the other. You've got this!
Problem6,problem6_step3_provide_step,NONE,NONE,Divide both sides by negative seven.
Problem6,problem6_step3_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should divide both sides by negative seven."
Problem6,problem6_step3_provide_step,VSN,NONE,"Uh, obviously you divide both sides by negative seven."
Problem6,problem6_step3_provide_step,QE,NONE,Divide both sides by negative seven. Did that help?
Problem6,problem6_step3_provide_step,ID,NONE,What if you just divide both sides by negative seven?
Problem6,problem6_step3_provide_step,PR,NONE,Divide both sides by negative seven. You're doing great so far!
Problem6,problem6_step3_provide_explanation,NONE,NONE,You want to get the x by itself.
Problem6,problem6_step3_provide_explanation,SD,NONE,You want to get the x by itself. I hope I'm explaining this ok.
Problem6,problem6_step3_provide_explanation,VSN,NONE,"You want to get the x by itself. Come on, you should be getting this one!"
Problem6,problem6_step3_provide_explanation,QE,NONE,You want to get the x by itself. Have you seen this kind of problem before?
Problem6,problem6_step3_provide_explanation,ID,NONE,I guess you just want to get the x by itself.
Problem6,problem6_step3_provide_explanation,PR,NONE,You want to get the x by itself. You've got this!
Problem6,elicit_reasoning,NONE,NONE,So why did you do it that way?
Problem6,elicit_reasoning,SD,NONE,So why did you do it that way? Sometimes I have a tough time explaining my thinking.
Problem6,elicit_reasoning,VSN,NONE,So why did you do it that way? Or did you just guess the answer.
Problem6,elicit_reasoning,QE,NONE,So why did you do it that way? Did this one look familiar?
Problem6,elicit_reasoning,ID,NONE,"Oh wait, sorry, why did you do it that way?"
Problem6,elicit_reasoning,PR,NONE,So why did you do it that way? I'm sure you know what you're doing.
Problem6,problem6_provide_answer,NONE,NONE,x would be five.
Problem6,problem6_provide_answer,SD,NONE,x would be five. I'm not sure I did such a good job explaining that one.
Problem6,problem6_provide_answer,VSN,NONE,"x would be five. If anyone asks, I'm a great teacher."
Problem6,problem6_provide_answer,QE,NONE,x would be five. Do you understand why?
Problem6,problem6_provide_answer,ID,NONE,"Ok, so I think x would be five."
Problem6,problem6_provide_answer,PR,NONE,x would be five. You'll get the next one!
Problem6,look_at_next_problem,NONE,NONE,"Okay, let's go to the next one."
Problem6,look_at_next_problem,SD,NONE,"Okay, let's go to the next one. I'm having a lot of fun working with you."
Problem6,look_at_next_problem,VSN,NONE,"Okay, let's go to the next one. If you think you're up for it."
Problem6,look_at_next_problem,QE,NONE,Do you think you're ready to go to the next one?
Problem6,look_at_next_problem,ID,NONE,"Okay, I think we should probably go on to the next one. "
Problem6,look_at_next_problem,PR,NONE,"Okay, let's go to the next one. You're a lot of fun to work with."
Problem7,look_at_problem,NONE,NONE,"Okay, let's take a look at this one."
Problem7,look_at_problem,SD,NONE,"Okay, let's take a look at this one. I think this kind is fun. "
Problem7,look_at_problem,VSN,NONE,Time to start working on this one. 
Problem7,look_at_problem,QE,NONE,"Okay, let's take a look at this one. Do you know how to do this kind?"
Problem7,look_at_problem,ID,NONE,"Okay, I guess we should take a look at this one."
Problem7,look_at_problem,PR,NONE,"Okay, take a look at this one. I think you can do this kind! "
Problem7,elicit_step1,NONE,NONE,So what do you think you should do first?
Problem7,elicit_step1,SD,NONE,So what do you think you should do first? Sometimes I don't know how to start these kind of problems.
Problem7,elicit_step1,VSN,NONE,So... are you going to start it any time soon?
Problem7,elicit_step1,QE,NONE,So do you know what you should do first?
Problem7,elicit_step1,ID,NONE,Would you mind telling me what you think you should do first?
Problem7,elicit_step1,PR,NONE,So what do you think you should do first? You look like you know what you're doing.
Problem7,elicit_step2,NONE,NONE,So what do you think you should do next?
Problem7,elicit_step2,SD,NONE,So what do you think you should do next? Sometimes I don't know how to start these kind of problems.
Problem7,elicit_step2,VSN,NONE,So... are you going to keep going any time soon?
Problem7,elicit_step2,QE,NONE,So do you know what you should do next?
Problem7,elicit_step2,ID,NONE,Would you mind telling me what you think you should do next?
Problem7,elicit_step2,PR,NONE,So what do you think you should do next? You look like you know what you're doing.
Problem7,elicit_step3,NONE,NONE,So what do you think you should do next?
Problem7,elicit_step3,SD,NONE,So what do you think you should do next? Sometimes I don't know how to start these kind of problems.
Problem7,elicit_step3,VSN,NONE,So... are you going to keep going any time soon?
Problem7,elicit_step3,QE,NONE,So do you know what you should do next?
Problem7,elicit_step3,ID,NONE,Would you mind telling me what you think you should do next?
Problem7,elicit_step3,PR,NONE,So what do you think you should do next? You look like you know what you're doing.
Problem7,positive_feedback,NONE,NONE,Yep that's right.
Problem7,positive_feedback,SD,NONE,Correct!
Problem7,positive_feedback,VSN,NONE,"Yup, that's it. Finally!"
Problem7,positive_feedback,QE,NONE,Yep that's right. How did you feel about it?
Problem7,positive_feedback,ID,NONE,"Yeah, I think that's right."
Problem7,positive_feedback,PR,NONE,"Yup, that's it. Great job!"
Problem7,negative_feedback,NONE,NONE,"Nope, that's not it."
Problem7,negative_feedback,SD,NONE,"Nope, that's not quite right. Don't worry, I think these are hard too."
Problem7,negative_feedback,VSN,NONE,"Nope, that's not it. Come on, this one should be easy."
Problem7,negative_feedback,QE,NONE,"Nope, that's not quite right. How are you feeling so far?"
Problem7,negative_feedback,ID,NONE,"Ah, sorry, I don't think that's right."
Problem7,negative_feedback,PR,NONE,"Nope, that's not quite right. But you're doing great!"
Problem7,ask_for_detail,NONE,NONE,What do you mean?
Problem7,ask_for_detail,SD,NONE,What do you mean? Sometimes I have trouble understanding humans.
Problem7,ask_for_detail,VSN,NONE,"Uh, what?"
Problem7,ask_for_detail,QE,NONE,What do you mean by that?
Problem7,ask_for_detail,ID,NONE,"Sorry, what do you mean?"
Problem7,ask_for_detail,PR,NONE,What do you mean? You might be moving too fast for me.
Problem7,problem7_step1_hint,NONE,NONE,Try adding something to both sides.
Problem7,problem7_step1_hint,SD,NONE,I usually add something to both sides on these kind of problems.
Problem7,problem7_step1_hint,VSN,NONE,"Oh you need a hint, huh? Add something to both sides."
Problem7,problem7_step1_hint,QE,NONE,Try adding something here. Do you know what it is?
Problem7,problem7_step1_hint,ID,NONE,"I'm not really sure, but I think you should add something to both sides?"
Problem7,problem7_step1_hint,PR,NONE,Try adding something. You'll figure it out!
Problem7,problem7_step2_hint,NONE,NONE,Try subtracting something from both sides.
Problem7,problem7_step2_hint,SD,NONE,I usually subtract something from both sides on these kind of problems.
Problem7,problem7_step2_hint,VSN,NONE,"Oh you need a hint, huh? subtract something from both sides."
Problem7,problem7_step2_hint,QE,NONE,Try subtracting something here. Do you know what it is?
Problem7,problem7_step2_hint,ID,NONE,"I'm not really sure, but I think you should subtract something from both sides?"
Problem7,problem7_step2_hint,PR,NONE,Try subtracting something. You'll figure it out!
Problem7,problem7_step3_hint,NONE,NONE,Try dividing both sides by something.
Problem7,problem7_step3_hint,SD,NONE,I usually divide both sides by something on these kind of problems.
Problem7,problem7_step3_hint,VSN,NONE,"Oh you need a hint, huh? Divide something from both sides."
Problem7,problem7_step3_hint,QE,NONE,Try dividing both sides by something here. Do you know what it is?
Problem7,problem7_step3_hint,ID,NONE,"I'm not really sure, but I think you should divide something from both sides?"
Problem7,problem7_step3_hint,PR,NONE,Try dividing both sides by something. You'll figure it out!
Problem7,check_for_understanding,NONE,NONE,Does that make sense?
Problem7,check_for_understanding,SD,NONE,Make sense? I'm not the best at explaining sometimes.
Problem7,check_for_understanding,VSN,NONE,You got that?
Problem7,check_for_understanding,QE,NONE,Do you understand what I mean?
Problem7,check_for_understanding,ID,NONE,"Actually, did that make any sense?"
Problem7,check_for_understanding,PR,NONE,Does that make sense? You seem like you understand a lot of this.
Problem7,problem7_step1_provide_step,NONE,NONE,Add x to both sides.
Problem7,problem7_step1_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should add x to both sides."
Problem7,problem7_step1_provide_step,VSN,NONE,"Uh, obviously you add x to both sides."
Problem7,problem7_step1_provide_step,QE,NONE,Add x to both sides. Did that help?
Problem7,problem7_step1_provide_step,ID,NONE,What if you just add x to both sides?
Problem7,problem7_step1_provide_step,PR,NONE,Add x to both sides. You're doing great so far!
Problem7,problem7_step1_provide_explanation,NONE,NONE,You want to get constants on one side and variables on the other.
Problem7,problem7_step1_provide_explanation,SD,NONE,You want to get constants on one side and variables on the other. I hope I'm explaining this ok.
Problem7,problem7_step1_provide_explanation,VSN,NONE,"You want to get constants on one side and variables on the other. Come on, you should be getting this one!"
Problem7,problem7_step1_provide_explanation,QE,NONE,You want to get constants on one side and variables on the other. Have you seen this kind of problem before?
Problem7,problem7_step1_provide_explanation,ID,NONE,I think you just want to get constants on one side and variables on the other.
Problem7,problem7_step1_provide_explanation,PR,NONE,You want to get constants on one side and variables on the other. You've got this!
Problem7,problem7_step2_provide_step,NONE,NONE,Subtract thirteen from both sides.
Problem7,problem7_step2_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should subtract thirteen from both sides."
Problem7,problem7_step2_provide_step,VSN,NONE,"Uh, obviously you subtract thirteen from both sides."
Problem7,problem7_step2_provide_step,QE,NONE,Subtract thirteen from both sides. Did that help?
Problem7,problem7_step2_provide_step,ID,NONE,What if you just subtract thirteen from both sides?
Problem7,problem7_step2_provide_step,PR,NONE,Subtract thirteen from both sides. You're doing great so far!
Problem7,problem7_step2_provide_explanation,NONE,NONE,You want to get constants on one side and variables on the other.
Problem7,problem7_step2_provide_explanation,SD,NONE,You want to get constants on one side and variables on the other. I hope I'm explaining this ok.
Problem7,problem7_step2_provide_explanation,VSN,NONE,"You want to get constants on one side and variables on the other. Come on, you should be getting this one!"
Problem7,problem7_step2_provide_explanation,QE,NONE,You want to get constants on one side and variables on the other. Have you seen this kind of problem before?
Problem7,problem7_step2_provide_explanation,ID,NONE,I think you just want to get constants on one side and variables on the other.
Problem7,problem7_step2_provide_explanation,PR,NONE,You want to get constants on one side and variables on the other. You've got this!
Problem7,problem7_step3_provide_step,NONE,NONE,Divide both sides by two.
Problem7,problem7_step3_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should divide both sides by two."
Problem7,problem7_step3_provide_step,VSN,NONE,"Uh, obviously you divide both sides by two."
Problem7,problem7_step3_provide_step,QE,NONE,Divide both sides by two. Did that help?
Problem7,problem7_step3_provide_step,ID,NONE,What if you just divide both sides by two?
Problem7,problem7_step3_provide_step,PR,NONE,Divide both sides by two. You're doing great so far!
Problem7,problem7_step3_provide_explanation,NONE,NONE,You want to get the x by itself.
Problem7,problem7_step3_provide_explanation,SD,NONE,You want to get the x by itself. I hope I'm explaining this ok.
