Phase,Task_intention,Social_strategy,SSML,Sentence_text
Problem5,problem5_step1_provide_step,PR,NONE,Divide nine from both sides. You're doing great so far!
Problem5,problem5_step1_provide_explanation,NONE,NONE,You want to get the x by itself.
Problem5,problem5_step1_provide_explanation,SD,NONE,You want to get the x by itself. I hope I'm explaining this ok.
Problem5,problem5_step1_provide_explanation,VSN,NONE,"You want to get the x by itself. Come on, you should be getting this one!"
Problem5,problem5_step1_provide_explanation,QE,NONE,You want to get the x by itself. Have you seen this kind of problem before?
Problem5,problem5_step1_provide_explanation,ID,NONE,I guess you just want to get the x by itself.
Problem5,problem5_step1_provide_explanation,PR,NONE,You want to get the x by itself. You've got this!
Problem5,elicit_reasoning,NONE,NONE,So why did you do it that way?
Problem5,elicit_reasoning,SD,NONE,So why did you do it that way? Sometimes I have a tough time explaining my thinking.
Problem5,elicit_reasoning,VSN,NONE,So why did you do it that way? Or did you just guess the answer.
Problem5,elicit_reasoning,ID,NONE,"So why did you do it that way? I think I got it, but I'm not sure."
Problem5,elicit_reasoning,PR,NONE,So why did you do it that way? I'm sure you know what you're doing.
Problem5,problem5_provide_answer,NONE,NONE,x would be five.
Problem5,problem5_provide_answer,SD,NONE,x would be five. I'm not sure I did such a good job explaining that one.
Problem5,problem5_provide_answer,VSN,NONE,"x would be five. If anyone asks, I'm a great teacher."
Problem5,problem5_provide_answer,QE,NONE,x would be five. Do you understand why?
Problem5,problem5_provide_answer,ID,NONE,"Ok, so I think x would be five."
Problem5,problem5_provide_answer,PR,NONE,x would be five. You'll get the next one!
Problem5,look_at_next_problem,NONE,NONE,"Okay, let's go to the next one."
Problem5,look_at_next_problem,SD,NONE,"Okay, let's go to the next one. I'm having a lot of fun working with you."
Problem5,look_at_next_problem,VSN,NONE,"Okay, let's go to the next one. If you think you're up for it."
Problem5,look_at_next_problem,QE,NONE,Do you think you're ready to go to the next one?
Problem5,look_at_next_problem,ID,NONE,"Okay, I think we should probably go on to the next one. "
Problem5,look_at_next_problem,PR,NONE,"Okay, let's go to the next one. You're a lot of fun to work with."
Problem6,look_at_problem,NONE,NONE,"Okay, let's take a look at this one."
Problem6,look_at_problem,SD,NONE,"Okay, let's take a look at this one. I think this kind is fun. "
Problem6,look_at_problem,VSN,NONE,Time to start working on this one. 
Problem6,look_at_problem,QE,NONE,"Okay, let's take a look at this one. Do you know how to do this kind?"
Problem6,look_at_problem,ID,NONE,"Okay, I guess we should take a look at this one."
Problem6,look_at_problem,PR,NONE,"Okay, take a look at this one. I think you can do this kind! "
Problem6,look_at_problem,RSE,NONE,"Okay, take a look at this one. This reminds me of one of the other ones we worked on!"
Problem6,task_regulation,NONE,NONE,Let's get back on track.
Problem6,task_regulation,SD,NONE,"Sometimes I need a break from math too, but let's get back on track."
Problem6,task_regulation,VSN,NONE,Even Algebra is more interesting than that. Let's get back on track.
Problem6,task_regulation,QE,NONE,Let's get back on track. Do you feel ready?
Problem6,task_regulation,ID,NONE,"Sorry, I think we should probably get back on track."
Problem6,task_regulation,PR,NONE,You're a lot of fun to talk to! But we should get back on track.
Problem6,task_regulation,RSE,NONE,We always have such good conversations. But we should really get back to the math.
Problem6,acknowledge,NONE,NONE,Yeah
Problem6,partial_correct,NONE,NONE,Close!
Problem6,partial_correct,SD,NONE,Almost! I think these are hard too.
Problem6,partial_correct,VSN,NONE,"Close, but no cigar."
Problem6,partial_correct,QE,NONE,Close! What do you think you're missing?
Problem6,partial_correct,ID,NONE,"Sorry, I think that's almost right, but not quite it."
Problem6,partial_correct,PR,NONE,Close! You're getting there!
Problem6,next_state_prompt,NONE,NONE,And what would that get you?
Problem6,next_state_prompt,SD,NONE,And what would that get you? I always forget to write out these steps too.
Problem6,next_state_prompt,VSN,NONE,And so what do you get? Did you fall asleep?
Problem6,next_state_prompt,ID,NONE,And what would that get you? I think you're supposed to type out the next form of the problem.
Problem6,next_state_prompt,PR,NONE,And what would that get you? You're almost there!
Problem6,repair,NONE,NONE,I'm sorry.
Problem6,repair,SD,NONE,I'm sorry. I'm slow sometimes.
Problem6,repair,ID,NONE,"Oh, I'm sorry. I think I keep interrupting you."
Problem6,repair,PR,NONE,I'm sorry for being slow. You're just going really fast!
Problem6,repair,RSE,NONE,I'm sorry I keep interrupting you.
Problem6,restart,NONE,NONE,Let's start this one over.
Problem6,restart,SD,NONE,Let's start this one over. I think this kind is hard too.
Problem6,restart,VSN,NONE,Looks like we should start this one over. You seem to be having some trouble.
Problem6,restart,QE,NONE,Let's start this one over. Are you okay with that?
Problem6,restart,ID,NONE,I think we should start this one over.
Problem6,restart,PR,NONE,"Let's start this one over. You're doing great, though!"
Problem6,restart,RSE,NONE,Let's start this one over. Remember this is just like the other ones.
Problem6,check_hint,NONE,NONE,What do you think it should be?
Problem6,check_hint,SD,NONE,What do you think it is? I hope my hint was helpful.
Problem6,check_hint,VSN,NONE,"What do you think it should be? You don't want me to give you the answer, do you?"
Problem6,check_hint,PR,NONE,What do you think it should be? You've almost got it.
Problem6,check_interface,NONE,NONE,Make sure you fill out all the boxes and click add step.
Problem6,check_interface,SD,NONE,Make sure you filled out all the boxes and clicked add step. Sometimes I forget one too.
Problem6,check_interface,VSN,NONE,"Did you forget to fill out all of the boxes? Come on, you're better than that."
Problem6,check_interface,ID,NONE,I think you actually forgot to fill out the boxes for this step.
Problem6,check_interface,RSE,NONE,Do you have all of the boxes filled out for this step? Remember how you did it last time!
Problem6,variable,NONE,NONE,"x is called a variable. It could be any number, and you need to find out what it is."
Problem6,coefficient,NONE,NONE,20 x means 20 times x. 20 is called the coefficient. It means there's 20 exes.
Problem6,neg_x,NONE,NONE,"If there's a negative in front of the x, what is the coefficient of x?"
Problem6,fraction,NONE,NONE,How do we get rid of that fraction?
Problem6,one_step,NONE,NONE,Try doing one step at a time.
Problem6,one_step,SD,NONE,Try doing one step at a time. I can't keep up if you go too fast.
Problem6,one_step,VSN,NONE,You can't just skip to the end! Just do one step first.
Problem6,one_step,QE,NONE,Try doing one step at a time. Does that make sense?
Problem6,one_step,ID,NONE,I think you're skipping a few steps. You should probably just do one step first.
Problem6,one_step,PR,NONE,Try doing one step at a time. I know you can do it!
Problem6,check_left_side,NONE,NONE,What's on the left side?
Problem6,check_left_side,SD,NONE,What's on the left side? Sometimes I get these mixed up.
Problem6,check_left_side,PR,NONE,What's on the left side? You got this!
Problem6,check_right_side,NONE,NONE,What's on the right side?
Problem6,check_right_side,SD,NONE,What's on the right side? I feel like these can be tricky.
Problem6,check_right_side,PR,NONE,What's on the right side? You're doing great!
Problem6,elicit_step1,NONE,NONE,So how would you start this one?
Problem6,elicit_step1,SD,NONE,So how would you start this one? Sometimes I don't know how to start these kind of problems.
Problem6,elicit_step1,VSN,NONE,So... are you going to start it any time soon?
Problem6,elicit_step1,ID,NONE,So how do you think you would start this one?
Problem6,elicit_step1,PR,NONE,So how would you start this one? You look like you know what you're doing.
Problem6,elicit_step1,RSE,NONE,So how would you start this one? This is pretty similar to something we've done before.
Problem6,elicit_step2,NONE,NONE,So what do you think you should do next?
Problem6,elicit_step2,SD,NONE,So what do you think you should do next? Sometimes I don't know how to start these kind of problems.
Problem6,elicit_step2,VSN,NONE,So... are you going to keep going any time soon?
Problem6,elicit_step2,ID,NONE,I guess you should try telling me what you think you should do next.
Problem6,elicit_step2,PR,NONE,So what do you think you should do next .You look like you know what you're doing.
Problem6,elicit_step2,RSE,NONE,So what do you think you should do next. This is pretty similar to something we've done before.
Problem6,positive_feedback,NONE,NONE,Yep that's right.
Problem6,positive_feedback,SD,NONE,Correct! I'm such a good teacher.
Problem6,positive_feedback,VSN,NONE,"Yup, that's it. Finally!"
Problem6,positive_feedback,QE,NONE,Yep that's right. Do you feel good about it?
Problem6,positive_feedback,ID,NONE,"Yeah, I think that's right."
Problem6,positive_feedback,PR,NONE,"Yup, that's it. Great job!"
Problem6,negative_feedback,NONE,NONE,"Nope, that's not it."
Problem6,negative_feedback,SD,NONE,"Nope, that's not quite right. Don't worry, I think these are hard too."
Problem6,negative_feedback,VSN,NONE,"Nope, that's not it. Come on, this one should be easy."
Problem6,negative_feedback,QE,NONE,"Nope, that's not quite right. You feel ok trying that again?"
Problem6,negative_feedback,ID,NONE,"I'm not sure, but I don't think that's right."
Problem6,negative_feedback,PR,NONE,"Nope, that's not quite right. But you're doing great!"
Problem6,ask_for_detail,NONE,NONE,What do you mean?
Problem6,ask_for_detail,SD,NONE,What do you mean? Sometimes I have trouble understanding humans.
Problem6,ask_for_detail,VSN,NONE,"Uh, what?"
Problem6,ask_for_detail,ID,NONE,"Sorry, what do you mean?"
Problem6,ask_for_detail,PR,NONE,What do you mean? You might be moving too fast for me.
Problem6,ask_for_detail,RSE,NONE,"You usually make a lot of sense, but I didn't quite understand that."
Problem6,problem6_step1_hint,NONE,NONE,Try adding something to both sides.
Problem6,problem6_step1_hint,SD,NONE,I usually add something to both sides on these kind of problems.
Problem6,problem6_step1_hint,VSN,NONE,"Oh you need a hint, huh? Add something to both sides."
Problem6,problem6_step1_hint,QE,NONE,Try adding something here. Do you know what it is?
Problem6,problem6_step1_hint,ID,NONE,"I'm not really sure, but I think you should add something to both sides?"
Problem6,problem6_step1_hint,PR,NONE,Try adding something. You'll figure it out!
Problem6,problem6_step1_hint,RSE,NONE,Try adding something. Remember that from last time?
Problem6,problem6_step2_hint,NONE,NONE,Try dividing both sides by something.
Problem6,problem6_step2_hint,SD,NONE,I usually divide both sides by something on these kind of problems.
Problem6,problem6_step2_hint,VSN,NONE,"Oh you need a hint, huh? Divide something from both sides."
Problem6,problem6_step2_hint,QE,NONE,Try dividing both sides by something here. Do you know what it is?
Problem6,problem6_step2_hint,ID,NONE,"I'm not really sure, but I think you should divide something from both sides?"
Problem6,problem6_step2_hint,PR,NONE,Try dividing both sides by something. You'll figure it out!
Problem6,problem6_step2_hint,RSE,NONE,Try dividing both sides by something. Remember that from last time?
Problem6,check_for_understanding,NONE,NONE,Does that make sense?
Problem6,check_for_understanding,SD,NONE,Make sense? I'm not the best at explaining sometimes.
Problem6,check_for_understanding,VSN,NONE,You got that?
Problem6,check_for_understanding,QE,NONE,Do you understand what I mean?
Problem6,check_for_understanding,ID,NONE,"Actually, did that make any sense?"
Problem6,check_for_understanding,PR,NONE,Does that make sense? You seem like you understand a lot of this.
Problem6,problem6_step1_provide_step,NONE,NONE,Add nine to both sides.
Problem6,problem6_step1_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should add nine to both sides."
Problem6,problem6_step1_provide_step,VSN,NONE,"Uh, obviously you add nine to both sides."
Problem6,problem6_step1_provide_step,QE,NONE,Add nine to both sides. Did that help?
Problem6,problem6_step1_provide_step,ID,NONE,What if you just add nine to both sides?
Problem6,problem6_step1_provide_step,PR,NONE,Add nine to both sides. You're doing great so far!
Problem6,problem6_step1_provide_explanation,NONE,NONE,You want to get the x term by itself.
Problem6,problem6_step1_provide_explanation,SD,NONE,You want to get the x term by itself. I hope I'm explaining this ok.
Problem6,problem6_step1_provide_explanation,VSN,NONE,"You want to get the x term by itself. Come on, you should be getting this one!"
Problem6,problem6_step1_provide_explanation,QE,NONE,You want to get the x term by itself. Have you seen this kind of problem before?
Problem6,problem6_step1_provide_explanation,ID,NONE,I guess you just want to get the x term by itself.
Problem6,problem6_step1_provide_explanation,PR,NONE,You want to get the x term by itself. You've got this!
Problem6,problem6_step2_provide_step,NONE,NONE,Divide both sides by ten.
Problem6,problem6_step2_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should divide both sides by ten."
Problem6,problem6_step2_provide_step,VSN,NONE,"Uh, obviously you divide both sides by ten."
Problem6,problem6_step2_provide_step,QE,NONE,Divide both sides by ten. Did that help?
Problem6,problem6_step2_provide_step,ID,NONE,What if you just divide both sides by ten?
Problem6,problem6_step2_provide_step,PR,NONE,Divide both sides by ten. You're doing great so far!
Problem6,problem6_step2_provide_explanation,NONE,NONE,You want to get the x by itself.
Problem6,problem6_step2_provide_explanation,SD,NONE,You want to get the x by itself. I hope I'm explaining this ok.
Problem6,problem6_step2_provide_explanation,VSN,NONE,"You want to get the x by itself. Come on, you should be getting this one!"
Problem6,problem6_step2_provide_explanation,QE,NONE,You want to get the x by itself. Have you seen this kind of problem before?
Problem6,problem6_step2_provide_explanation,ID,NONE,I guess you just want to get the x by itself.
Problem6,problem6_step2_provide_explanation,PR,NONE,You want to get the x by itself. You've got this!
Problem6,elicit_reasoning,NONE,NONE,So why did you do it that way?
Problem6,elicit_reasoning,SD,NONE,So why did you do it that way? Sometimes I have a tough time explaining my thinking.
Problem6,elicit_reasoning,VSN,NONE,So why did you do it that way? Or did you just guess the answer.
Problem6,elicit_reasoning,ID,NONE,"So why did you do it that way? I think I got it, but I'm not sure."
Problem6,elicit_reasoning,PR,NONE,So why did you do it that way? I'm sure you know what you're doing.
Problem6,problem6_provide_answer,NONE,NONE,x would be six.
Problem6,problem6_provide_answer,SD,NONE,x would be six. I'm not sure I did such a good job explaining that one.
Problem6,problem6_provide_answer,VSN,NONE,"x would be six. If anyone asks, I'm a great teacher."
Problem6,problem6_provide_answer,QE,NONE,x would be six. Do you understand why?
Problem6,problem6_provide_answer,ID,NONE,"Ok, so I think x would be six."
Problem6,problem6_provide_answer,PR,NONE,x would be six. You'll get the next one!
Problem6,look_at_next_problem,NONE,NONE,"Okay, let's go to the next one."
Problem6,look_at_next_problem,SD,NONE,"Okay, let's go to the next one. I'm having a lot of fun working with you."
Problem6,look_at_next_problem,VSN,NONE,"Okay, let's go to the next one. If you think you're up for it."
Problem6,look_at_next_problem,QE,NONE,Do you think you're ready to go to the next one?
Problem6,look_at_next_problem,ID,NONE,"Okay, I think we should probably go on to the next one. "
Problem6,look_at_next_problem,PR,NONE,"Okay, let's go to the next one. You're a lot of fun to work with."
Problem7,look_at_problem,NONE,NONE,"Okay, let's take a look at this one."
Problem7,look_at_problem,SD,NONE,"Okay, let's take a look at this one. I think this kind is fun. "
Problem7,look_at_problem,VSN,NONE,Time to start working on this one. 
Problem7,look_at_problem,QE,NONE,"Okay, let's take a look at this one. Do you know how to do this kind?"
Problem7,look_at_problem,ID,NONE,"Okay, I guess we should take a look at this one."
Problem7,look_at_problem,PR,NONE,"Okay, take a look at this one. I think you can do this kind! "
Problem7,look_at_problem,RSE,NONE,"Okay, take a look at this one. This reminds me of one of the other ones we worked on!"
Problem7,task_regulation,NONE,NONE,Let's get back on track.
Problem7,task_regulation,SD,NONE,"Sometimes I need a break from math too, but let's get back on track."
Problem7,task_regulation,VSN,NONE,Even Algebra is more interesting than that. Let's get back on track.
Problem7,task_regulation,QE,NONE,Let's get back on track. Do you feel ready?
Problem7,task_regulation,ID,NONE,"Sorry, I think we should probably get back on track."
Problem7,acknowledge,NONE,NONE,Yeah
Problem7,partial_correct,NONE,NONE,Close!
Problem7,partial_correct,SD,NONE,Almost! I think these are hard too.
Problem7,partial_correct,VSN,NONE,"Close, but no cigar."
Problem7,partial_correct,QE,NONE,Close! What do you think you're missing?
Problem7,partial_correct,ID,NONE,"Sorry, I think that's almost right, but not quite it."
Problem7,partial_correct,PR,NONE,Close! You're getting there!
Problem7,next_state_prompt,NONE,NONE,And what would that get you?
Problem7,next_state_prompt,SD,NONE,And what would that get you? I always forget to write out these steps too.
Problem7,next_state_prompt,VSN,NONE,And so what do you get? Did you fall asleep?
Problem7,next_state_prompt,ID,NONE,And what would that get you? I think you're supposed to type out the next form of the problem.
Problem7,next_state_prompt,PR,NONE,And what would that get you? You're almost there!
Problem7,repair,NONE,NONE,I'm sorry.
Problem7,repair,SD,NONE,I'm sorry. I'm slow sometimes.
Problem7,repair,ID,NONE,"Oh, I'm sorry. I think I keep interrupting you."
Problem7,repair,PR,NONE,I'm sorry for being slow. You're just going really fast!
Problem7,repair,RSE,NONE,I'm sorry I keep interrupting you.
Problem7,restart,NONE,NONE,Let's start this one over.
Problem7,restart,SD,NONE,Let's start this one over. I think this kind is hard too.
Problem7,restart,VSN,NONE,Looks like we should start this one over. You seem to be having some trouble.
Problem7,restart,QE,NONE,Let's start this one over. Are you okay with that?
Problem7,restart,ID,NONE,I think we should start this one over.
Problem7,restart,PR,NONE,"Let's start this one over. You're doing great, though!"
Problem7,restart,RSE,NONE,Let's start this one over. Remember this is just like the other ones.
Problem7,check_hint,NONE,NONE,What do you think it should be?
Problem7,check_hint,SD,NONE,What do you think it is? I hope my hint was helpful.
Problem7,check_hint,VSN,NONE,"What do you think it should be? You don't want me to give you the answer, do you?"
Problem7,check_hint,PR,NONE,What do you think it should be? You've almost got it.
Problem7,check_interface,NONE,NONE,Make sure you fill out all the boxes and click add step.
Problem7,check_interface,SD,NONE,Make sure you filled out all the boxes and clicked add step. Sometimes I forget one too.
Problem7,check_interface,VSN,NONE,"Did you forget to fill out all of the boxes? Come on, you're better than that."
Problem7,check_interface,ID,NONE,I think you actually forgot to fill out the boxes for this step.
Problem7,check_interface,RSE,NONE,Do you have all of the boxes filled out for this step? Remember how you did it last time!
Problem7,variable,NONE,NONE,"x is called a variable. It could be any number, and you need to find out what it is."
Problem7,coefficient,NONE,NONE,20 x means 20 times x. 20 is called the coefficient. It means there's 20 exes.
Problem7,neg_x,NONE,NONE,"If there's a negative in front of the x, what is the coefficient of x?"
Problem7,fraction,NONE,NONE,How do we get rid of that fraction?
Problem7,one_step,NONE,NONE,Try doing one step at a time.
Problem7,one_step,SD,NONE,Try doing one step at a time. I can't keep up if you go too fast.
Problem7,one_step,VSN,NONE,You can't just skip to the end! Just do one step first.
Problem7,one_step,QE,NONE,Try doing one step at a time. Does that make sense?
Problem7,one_step,ID,NONE,I think you're skipping a few steps. You should probably just do one step first.
Problem7,one_step,PR,NONE,Try doing one step at a time. I know you can do it!
Problem7,check_left_side,NONE,NONE,What's on the left side?
Problem7,check_left_side,SD,NONE,What's on the left side? Sometimes I get these mixed up.
Problem7,check_left_side,PR,NONE,What's on the left side? You got this!
Problem7,check_right_side,NONE,NONE,What's on the right side?
Problem7,check_right_side,SD,NONE,What's on the right side? I feel like these can be tricky.
Problem7,check_right_side,PR,NONE,What's on the right side? You're doing great!
Problem7,elicit_step1,NONE,NONE,So what do you think you should do first?
Problem7,elicit_step1,SD,NONE,So what do you think you should do first? Sometimes I don't know how to start these kind of problems.
Problem7,elicit_step1,VSN,NONE,So... are you going to start it any time soon?
Problem7,elicit_step1,ID,NONE,I guess you should try telling me what you think you should do first.
Problem7,elicit_step1,PR,NONE,So what do you think you should do first? You look like you know what you're doing.
Problem7,elicit_step1,RSE,NONE,So what do you think you should do first? This is pretty similar to something we've done before.
Problem7,elicit_step2,NONE,NONE,So what do you think you should do next?
Problem7,elicit_step2,SD,NONE,So what do you think you should do next? Sometimes I don't know how to start these kind of problems.
Problem7,elicit_step2,VSN,NONE,So... are you going to keep going any time soon?
Problem7,elicit_step2,ID,NONE,I guess you should try telling me what you think you should do next.
Problem7,elicit_step2,PR,NONE,So what do you think you should do next .You look like you know what you're doing.
Problem7,elicit_step2,RSE,NONE,So what do you think you should do next. This is pretty similar to something we've done before.
Problem7,positive_feedback,NONE,NONE,Yep that's right.
Problem7,positive_feedback,SD,NONE,Correct! I'm such a good teacher.
Problem7,positive_feedback,VSN,NONE,"Yup, that's it. Finally!"
Problem7,positive_feedback,QE,NONE,Yep that's right. Do you feel good about it?
Problem7,positive_feedback,ID,NONE,"Yeah, I think that's right."
Problem7,positive_feedback,PR,NONE,"Yup, that's it. Great job!"
Problem7,negative_feedback,NONE,NONE,"Nope, that's not it."
Problem7,negative_feedback,SD,NONE,"Nope, that's not quite right. Don't worry, I think these are hard too."
Problem7,negative_feedback,VSN,NONE,"Nope, that's not it. Come on, this one should be easy."
Problem7,negative_feedback,QE,NONE,"Nope, that's not quite right. You feel ok trying that again?"
Problem7,negative_feedback,ID,NONE,"I'm not sure, but I don't think that's right."
Problem7,negative_feedback,PR,NONE,"Nope, that's not quite right. But you're doing great!"
Problem7,ask_for_detail,NONE,NONE,What do you mean?
Problem7,ask_for_detail,SD,NONE,What do you mean? Sometimes I have trouble understanding humans.
Problem7,ask_for_detail,VSN,NONE,"Uh, what?"
Problem7,ask_for_detail,ID,NONE,"Sorry, what do you mean?"
Problem7,ask_for_detail,PR,NONE,What do you mean? You might be moving too fast for me.
Problem7,ask_for_detail,RSE,NONE,"You usually make a lot of sense, but I didn't quite understand that."
Problem7,problem7_step1_hint,NONE,NONE,Try subtracting something from both sides.
Problem7,problem7_step1_hint,SD,NONE,I usually subtract something from both sides on these kind of problems.
Problem7,problem7_step1_hint,VSN,NONE,"Oh you need a hint, huh? subtract something from both sides."
Problem7,problem7_step1_hint,QE,NONE,Try subtracting something here. Do you know what it is?
Problem7,problem7_step1_hint,ID,NONE,"I'm not really sure, but I think you should subtract something from both sides?"
Problem7,problem7_step1_hint,PR,NONE,Try subtracting something. You'll figure it out!
Problem7,problem7_step1_hint,RSE,NONE,Try subtracting something. Remember that from last time?
Problem7,problem7_step2_hint,NONE,NONE,Try dividing both sides by something.
Problem7,problem7_step2_hint,SD,NONE,I usually divide both sides by something on these kind of problems.
Problem7,problem7_step2_hint,VSN,NONE,"Oh you need a hint, huh? Divide something from both sides."
Problem7,problem7_step2_hint,QE,NONE,Try dividing both sides by something here. Do you know what it is?
Problem7,problem7_step2_hint,ID,NONE,"I'm not really sure, but I think you should divide something from both sides?"
Problem7,problem7_step2_hint,PR,NONE,Try dividing both sides by something. You'll figure it out!
Problem7,problem7_step2_hint,RSE,NONE,Try dividing both sides by something. Remember that from last time?
Problem7,check_for_understanding,NONE,NONE,Does that make sense?
Problem7,check_for_understanding,SD,NONE,Make sense? I'm not the best at explaining sometimes.
Problem7,check_for_understanding,VSN,NONE,You got that?
Problem7,check_for_understanding,QE,NONE,Do you understand what I mean?
Problem7,check_for_understanding,ID,NONE,"Actually, did that make any sense?"
Problem7,check_for_understanding,PR,NONE,Does that make sense? You seem like you understand a lot of this.
Problem7,problem7_step1_provide_step,NONE,NONE,subtract five from both sides.
Problem7,problem7_step1_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should subtract five from both sides."
Problem7,problem7_step1_provide_step,VSN,NONE,"Uh, obviously you subtract five from both sides."
Problem7,problem7_step1_provide_step,QE,NONE,subtract five from both sides. Did that help?
Problem7,problem7_step1_provide_step,ID,NONE,What if you just subtract five from both sides?
Problem7,problem7_step1_provide_step,PR,NONE,subtract five from both sides. You're doing great so far!
Problem7,problem7_step1_provide_explanation,NONE,NONE,You want to get the x term by itself.
Problem7,problem7_step1_provide_explanation,SD,NONE,You want to get the x term by itself. I hope I'm explaining this ok.
Problem7,problem7_step1_provide_explanation,VSN,NONE,"You want to get the x term by itself. Come on, you should be getting this one!"
Problem7,problem7_step1_provide_explanation,QE,NONE,You want to get the x term by itself. Have you seen this kind of problem before?
Problem7,problem7_step1_provide_explanation,ID,NONE,I guess you just want to get the x term by itself.
Problem7,problem7_step1_provide_explanation,PR,NONE,You want to get the x term by itself. You've got this!
Problem7,problem7_step2_provide_step,NONE,NONE,Divide both sides by six.
Problem7,problem7_step2_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should divide both sides by six."
Problem7,problem7_step2_provide_step,VSN,NONE,"Uh, obviously you divide both sides by six."
Problem7,problem7_step2_provide_step,QE,NONE,Divide both sides by six. Did that help?
Problem7,problem7_step2_provide_step,ID,NONE,What if you just divide both sides by six?
Problem7,problem7_step2_provide_step,PR,NONE,Divide both sides by six. You're doing great so far!
Problem7,problem7_step2_provide_explanation,NONE,NONE,You want to get the x by itself.
Problem7,problem7_step2_provide_explanation,SD,NONE,You want to get the x by itself. I hope I'm explaining this ok.
Problem7,problem7_step2_provide_explanation,VSN,NONE,"You want to get the x by itself. Come on, you should be getting this one!"
Problem7,problem7_step2_provide_explanation,QE,NONE,You want to get the x by itself. Have you seen this kind of problem before?
Problem7,problem7_step2_provide_explanation,ID,NONE,I guess you just want to get the x by itself.
Problem7,problem7_step2_provide_explanation,PR,NONE,You want to get the x by itself. You've got this!
Problem7,elicit_reasoning,NONE,NONE,So why did you do it that way?
Problem7,elicit_reasoning,SD,NONE,So why did you do it that way? Sometimes I have a tough time explaining my thinking.
Problem7,elicit_reasoning,VSN,NONE,So why did you do it that way? Or did you just guess the answer.
Problem7,elicit_reasoning,ID,NONE,"So why did you do it that way? I think I got it, but I'm not sure."
Problem7,elicit_reasoning,PR,NONE,So why did you do it that way? I'm sure you know what you're doing.
Problem7,problem7_provide_answer,NONE,NONE,x would be five.
Problem7,problem7_provide_answer,SD,NONE,x would be five. I'm not sure I did such a good job explaining that one.
Problem7,problem7_provide_answer,VSN,NONE,"x would be five. If anyone asks, I'm a great teacher."
Problem7,problem7_provide_answer,QE,NONE,x would be five. Do you understand why?
Problem7,problem7_provide_answer,ID,NONE,"Ok, so I think x would be five."
Problem7,problem7_provide_answer,PR,NONE,x would be five. You'll get the next one!
Problem7,look_at_next_problem,NONE,NONE,"Okay, let's go to the next one."
Problem7,look_at_next_problem,SD,NONE,"Okay, let's go to the next one. I'm having a lot of fun working with you."
Problem7,look_at_next_problem,VSN,NONE,"Okay, let's go to the next one. If you think you're up for it."
Problem7,look_at_next_problem,QE,NONE,Do you think you're ready to go to the next one?
Problem7,look_at_next_problem,ID,NONE,"Okay, I think we should probably go on to the next one. "
Problem7,look_at_next_problem,PR,NONE,"Okay, let's go to the next one. You're a lot of fun to work with."
Problem8,look_at_problem,NONE,NONE,"Okay, let's take a look at this one."
Problem8,look_at_problem,SD,NONE,"Okay, let's take a look at this one. I think this kind is fun. "
Problem8,look_at_problem,VSN,NONE,Time to start working on this one. 
Problem8,look_at_problem,QE,NONE,"Okay, let's take a look at this one. Do you know how to do this kind?"
Problem8,look_at_problem,ID,NONE,"Okay, I guess we should take a look at this one."
Problem8,look_at_problem,PR,NONE,"Okay, take a look at this one. I think you can do this kind! "
Problem8,look_at_problem,RSE,NONE,"Okay, take a look at this one. This reminds me of one of the other ones we worked on!"
Problem8,task_regulation,NONE,NONE,Let's get back on track.
Problem8,task_regulation,SD,NONE,"Sometimes I need a break from math too, but let's get back on track."
Problem8,task_regulation,VSN,NONE,Even Algebra is more interesting than that. Let's get back on track.
Problem8,task_regulation,QE,NONE,Let's get back on track. Do you feel ready?
Problem8,task_regulation,ID,NONE,"Sorry, I think we should probably get back on track."
Problem8,task_regulation,PR,NONE,You're a lot of fun to talk to! But we should get back on track.
Problem8,task_regulation,RSE,NONE,We always have such good conversations. But we should really get back to the math.
Problem8,acknowledge,NONE,NONE,Yeah
Problem8,partial_correct,NONE,NONE,Close!
Problem8,partial_correct,SD,NONE,Almost! I think these are hard too.
Problem8,partial_correct,VSN,NONE,"Close, but no cigar."
Problem8,partial_correct,QE,NONE,Close! What do you think you're missing?
Problem8,partial_correct,ID,NONE,"Sorry, I think that's almost right, but not quite it."
Problem8,partial_correct,PR,NONE,Close! You're getting there!
Problem8,next_state_prompt,NONE,NONE,And what would that get you?
Problem8,next_state_prompt,SD,NONE,And what would that get you? I always forget to write out these steps too.
Problem8,next_state_prompt,VSN,NONE,And so what do you get? Did you fall asleep?
Problem8,next_state_prompt,ID,NONE,And what would that get you? I think you're supposed to type out the next form of the problem.
Problem8,next_state_prompt,PR,NONE,And what would that get you? You're almost there!
Problem8,repair,NONE,NONE,I'm sorry.
Problem8,repair,SD,NONE,I'm sorry. I'm slow sometimes.
Problem8,repair,ID,NONE,"Oh, I'm sorry. I think I keep interrupting you."
Problem8,repair,PR,NONE,I'm sorry for being slow. You're just going really fast!
Problem8,repair,RSE,NONE,I'm sorry I keep interrupting you.
Problem8,restart,NONE,NONE,Let's start this one over.
Problem8,restart,SD,NONE,Let's start this one over. I think this kind is hard too.
